Jahr,Schul_ID,Status,Anzahl Aussenstellen,RB,KKZ,RKZ,Schulname,Strasse,PLZ,Ort,Telefon,Fax,Schulgliederung,Schulart,Schulform,Bildungsgangbezeichnung,Schueler_insgesamt,Schueler_in_Klassenstufe_1,Schueler_in_Klassenstufe 2,Schueler_in_Klassenstufe_3,Schueler_in_Klassenstufe_4,Schueler_in_Klassenstufe_5,Schueler_in_Klassenstufe_6,Schueler_in_Klassenstufe_7,Schueler_in_Klassenstufe_8,Schueler_in_Klassenstufe_9,Schueler_in_Klassenstufe_10,Schueler_in_Klassenstufe_11,Schueler_in_Klassenstufe_12,Schueler_in_Klassenstufe_13,Klassen_insgesamt,Klassen_in_Klassenstufe_1,Klassen_in_Klassenstufe_2,Klassen_in_Klassenstufe 3,Klassen_in_Klassenstufe 4,Klassen_in_Klassenstufe 5,Klassen_in_Klassenstufe 6,Klassen_in_Klassenstufe 7,Klassen_in_Klassenstufe 8,Klassen_in_Klassenstufe 9,Klassen_in_Klassenstufe 10,Klassen_in_Klassenstufe_11,Klassen_in_Klassenstufe_12,Klassen_in_Klassenstufe_13
2015,139293,o,0,1,136,136019,Mittelhofschule Gemeinschaftsschule,Schwabstraße 16,73479,Ellwangen (Jagst),07961/84880,07961/84-888,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,90,15,19,33,23,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,0,0,0,0,0,0,0
2015,139293,o,0,1,136,136019,Mittelhofschule Gemeinschaftsschule,Schwabstraße 16,73479,Ellwangen (Jagst),07961/84880,07961/84-888,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,159,0,0,0,0,52,48,59,0,0,0,0,0,0,7,0,0,0,0,2,2,3,0,0,0,0,0,0
2015,139332,o,0,1,136,136019,Kastellschule Grundschule Pfahlheim,Kastellstraße 32,73479,Ellwangen (Jagst),07965/495,07965/802050,12110,12 - Grundschulen,Grundschule,Grundschule,80,23,22,20,15,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139368,o,0,1,136,136019,Grundschule Rindelbach,Kübelesbuck 23,73479,Ellwangen (Jagst),07961/7243,07961/561652,12110,12 - Grundschulen,Grundschule,Grundschule,156,42,39,42,33,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,139404,o,0,1,136,136019,Johann-Sebastian-von-Drey-Schule Grund- und Werkrealschule Rählingen,Lehenstraße 9,73479,Ellwangen (Jagst),07965/8019970,07965/80199720,12110,12 - Grundschulen,Grundschule,Grundschule,78,20,14,20,24,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139404,o,0,1,136,136019,Johann-Sebastian-von-Drey-Schule Grund- und Werkrealschule Rählingen,Lehenstraße 9,73479,Ellwangen (Jagst),07965/8019970,07965/80199720,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,19,0,0,0,0,0,0,0,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,139440,o,0,1,136,136019,Grundschule Neunheim,Eichenfeldstraße 17,73479,Ellwangen (Jagst),07961/7902,07961/9695810,12110,12 - Grundschulen,Grundschule,Grundschule,45,11,6,13,15,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
2015,139476,o,0,1,136,136019,St. Georgschule Grundschule Schrezheim,Hähenweg 9,73479,Ellwangen (Jagst),07961/7359,07961/569600,12110,12 - Grundschulen,Grundschule,Grundschule,98,23,22,26,27,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139479,o,0,1,136,136020,Grundschule,Schulweg 11/1,73569,Eschach,07175/391,07175/908200,12110,12 - Grundschulen,Grundschule,Grundschule,83,17,26,19,21,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139515,o,0,1,136,136021,Parkschule Gemeinschaftsschule,Amselweg 18,73457,Essingen,07365/388,07365/921088,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,19,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,139515,o,0,1,136,136021,Parkschule Gemeinschaftsschule,Amselweg 18,73457,Essingen,07365/388,07365/921088,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,232,52,69,59,52,0,0,0,0,0,0,0,0,0,10,2,3,3,2,0,0,0,0,0,0,0,0,0
2015,139515,o,0,1,136,136021,Parkschule Gemeinschaftsschule,Amselweg 18,73457,Essingen,07365/388,07365/921088,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,209,0,0,0,0,56,67,41,45,0,0,0,0,0,9,0,0,0,0,2,3,2,2,0,0,0,0,0
2015,139566,o,0,1,136,136024,Grundschule,Wasserturmweg 3,73571,Gäggingen,07175/8373,07175/922868,12110,12 - Grundschulen,Grundschule,Grundschule,76,22,20,15,19,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139569,o,0,1,136,136027,Heinrich-Prescher-Schule Grund- und Werkrealschule,Steingasse 15,74417,Gschwend,07972/416,07972/910482,12110,12 - Grundschulen,Grundschule,Grundschule,161,35,38,44,44,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,139569,o,0,1,136,136027,Heinrich-Prescher-Schule Grund- und Werkrealschule,Steingasse 15,74417,Gschwend,07972/416,07972/910482,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,29,0,0,0,0,5,6,5,5,8,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
2015,139605,o,0,1,136,136027,Grundschule Frickenhofen,Hähenstraße 65,74417,Gschwend,07972/810,07972/911069,12110,12 - Grundschulen,Grundschule,Grundschule,22,9,7,4,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,139641,o,0,1,136,136028,Schillerschule Gemeinschaftsschule,Adlerstraße 53,73540,Heubach,07173/180821,07173/180838,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,82,0,0,0,0,0,0,0,34,23,25,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0
2015,139641,o,0,1,136,136028,Schillerschule Gemeinschaftsschule,Adlerstraße 53,73540,Heubach,07173/180821,07173/180838,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,279,64,65,87,63,0,0,0,0,0,0,0,0,0,14,3,4,4,3,0,0,0,0,0,0,0,0,0
2015,139641,o,0,1,136,136028,Schillerschule Gemeinschaftsschule,Adlerstraße 53,73540,Heubach,07173/180821,07173/180838,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,97,0,0,0,0,29,33,35,0,0,0,0,0,0,6,0,0,0,0,2,2,2,0,0,0,0,0,0
2015,139677,o,0,1,136,136028,Breulingschule Grundschule Lautern,Schulstraße 35,73540,Heubach,07173/5788,07173/5788,12110,12 - Grundschulen,Grundschule,Grundschule,65,20,15,14,16,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139713,o,0,1,136,136029,Leintalschule Grundschule Heuchlingen,Schulstraße 5,73572,Heuchlingen,07174/804534,07174/804535,12110,12 - Grundschulen,Grundschule,Grundschule,42,8,13,12,9,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,139752,o,0,1,136,136033,Alemannenschule Gemeinschaftsschule,St. Ulrichsweg 4,73460,Hüttlingen,07361/9778-50,07361/9778-55,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,43,0,0,0,0,0,0,0,19,24,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2015,139752,o,0,1,136,136033,Alemannenschule Gemeinschaftsschule,St. Ulrichsweg 4,73460,Hüttlingen,07361/9778-50,07361/9778-55,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,249,58,62,65,64,0,0,0,0,0,0,0,0,0,12,3,3,3,3,0,0,0,0,0,0,0,0,0
2015,139752,o,0,1,136,136033,Alemannenschule Gemeinschaftsschule,St. Ulrichsweg 4,73460,Hüttlingen,07361/9778-50,07361/9778-55,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,73,0,0,0,0,26,22,25,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0
2015,139788,o,0,1,136,136034,Grundschule,Siedlungsweg 1,73574,Iggingen,07175/1481,07175/90077,12110,12 - Grundschulen,Grundschule,Grundschule,84,19,24,20,21,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139824,o,0,1,136,136035,Grundschule,Schulstraße 6,73489,Jagstzell,07967/232,07967/700282,12110,12 - Grundschulen,Grundschule,Grundschule,113,27,29,24,33,0,0,0,0,0,0,0,0,0,6,2,1,1,2,0,0,0,0,0,0,0,0,0
2015,139842,o,0,1,136,136037,Alemannenschule Grundschule,Schillerstraße 9,73467,Kirchheim am Ries,07362/7430,07362/919518,12110,12 - Grundschulen,Grundschule,Grundschule,78,19,15,19,25,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,139878,o,0,1,136,136038,"Deutschorden-Schule Grund-, Werkreal- und Realschule",Hauptstraße 48,73466,Lauchheim,07363/9614-0,07363/9614-24,12110,12 - Grundschulen,Grundschule,Grundschule,215,50,60,57,48,0,0,0,0,0,0,0,0,0,10,2,3,3,2,0,0,0,0,0,0,0,0,0
2015,139878,o,0,1,136,136038,"Deutschorden-Schule Grund-, Werkreal- und Realschule",Hauptstraße 48,73466,Lauchheim,07363/9614-0,07363/9614-24,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,31,0,0,0,0,0,3,8,4,16,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0
2015,139878,o,0,1,136,136038,"Deutschorden-Schule Grund-, Werkreal- und Realschule",Hauptstraße 48,73466,Lauchheim,07363/9614-0,07363/9614-24,15110,15 - Realschulen,Realschule,Realschule,235,0,0,0,0,35,31,35,39,45,50,0,0,0,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,139914,o,0,1,136,136040,"Grund-, Werkreal- und Realschule Leinzell",Brauhaldestraße 8,73575,Leinzell,07175/9982121,07175/99821-13,12110,12 - Grundschulen,Grundschule,Grundschule,58,10,16,17,15,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0
2015,139914,o,0,1,136,136040,"Grund-, Werkreal- und Realschule Leinzell",Brauhaldestraße 8,73575,Leinzell,07175/9982121,07175/99821-13,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,142,0,0,0,0,14,18,22,35,33,20,0,0,0,8,0,0,0,0,1,1,1,2,2,1,0,0,0
2015,139914,o,0,1,136,136040,"Grund-, Werkreal- und Realschule Leinzell",Brauhaldestraße 8,73575,Leinzell,07175/9982121,07175/99821-13,15110,15 - Realschulen,Realschule,Realschule,413,0,0,0,0,51,64,68,67,74,89,0,0,0,18,0,0,0,0,2,3,3,3,3,4,0,0,0
2015,140406,o,0,1,136,136062,Grundschule Schechingen,Albstraße 2,73579,Schechingen,07175/7507,07175/922536,12110,12 - Grundschulen,Grundschule,Grundschule,77,21,25,15,16,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0
2015,140409,o,0,1,136,136065,Scherr-Grundschule Rechberg,Hohenstaufenstraße 46,73529,Schwäbisch Gmünd,07171/43581,07171/499033,12110,12 - Grundschulen,Grundschule,Grundschule,49,12,9,16,12,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
2015,140448,o,0,1,136,136065,Friedensschule Gemeinschaftsschule,Karlsbader Straße 25,73527,Schwäbisch Gmünd,07171/72892,07171/795279,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,42,0,0,0,0,0,0,0,19,23,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2015,140448,o,0,1,136,136065,Friedensschule Gemeinschaftsschule,Karlsbader Straße 25,73527,Schwäbisch Gmünd,07171/72892,07171/795279,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,199,53,50,39,57,0,0,0,0,0,0,0,0,0,9,2,2,2,3,0,0,0,0,0,0,0,0,0
2015,140448,o,0,1,136,136065,Friedensschule Gemeinschaftsschule,Karlsbader Straße 25,73527,Schwäbisch Gmünd,07171/72892,07171/795279,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,122,0,0,0,0,40,40,42,0,0,0,0,0,0,6,0,0,0,0,2,2,2,0,0,0,0,0,0
2015,140484,o,0,1,136,136065,Klästerleschule Grundschule Stadtmitte,Schulstraße 1,73525,Schwäbisch Gmünd,07171/62234,07171/931888,12110,12 - Grundschulen,Grundschule,Grundschule,356,85,99,85,87,0,0,0,0,0,0,0,0,0,17,4,5,4,4,0,0,0,0,0,0,0,0,0
2015,140556,o,1,1,136,136065,"Schillerschule Grund-, Werkreal- und Realschule",Rektor-Klaus-Straße 50,73525,Schwäbisch Gmünd,07171/929576,07171/37517,12110,12 - Grundschulen,Grundschule,Grundschule,188,53,55,42,38,0,0,0,0,0,0,0,0,0,10,2,4,2,2,0,0,0,0,0,0,0,0,0
2015,140556,o,1,1,136,136065,"Schillerschule Grund-, Werkreal- und Realschule",Rektor-Klaus-Straße 50,73525,Schwäbisch Gmünd,07171/929576,07171/37517,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,258,0,0,0,0,38,47,58,32,46,37,0,0,0,13,0,0,0,0,2,3,3,1,2,2,0,0,0
2015,140556,o,1,1,136,136065,"Schillerschule Grund-, Werkreal- und Realschule",Rektor-Klaus-Straße 50,73525,Schwäbisch Gmünd,07171/929576,07171/37517,15110,15 - Realschulen,Realschule,Realschule,326,0,0,0,0,55,38,67,52,57,57,0,0,0,14,0,0,0,0,3,2,3,2,2,2,0,0,0
2015,140559,o,0,1,136,136065,Stauferschule Grundschule,Heinrich-Steimle-Weg 1,73525,Schwäbisch Gmünd,07171/64144,07171/37962,12110,12 - Grundschulen,Grundschule,Grundschule,93,23,29,25,16,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0
2015,140595,o,0,1,136,136065,Uhlandschule Grund- und Werkrealschule Bettringen,Wolf-Hirth-Straße 22,73529,Schwäbisch Gmünd,07171/81870,07171/989118,12110,12 - Grundschulen,Grundschule,Grundschule,169,45,39,53,32,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,140595,o,0,1,136,136065,Uhlandschule Grund- und Werkrealschule Bettringen,Wolf-Hirth-Straße 22,73529,Schwäbisch Gmünd,07171/81870,07171/989118,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,59,0,0,0,0,7,10,18,8,16,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
2015,147132,o,0,1,127,127076,Kreuzäcker-Schule Grundschule,Beuscherweg 8,74523,Schwäbisch Hall,0791/939002-0,0791/939002-21,12110,12 - Grundschulen,Grundschule,Grundschule,146,38,25,43,40,0,0,0,0,0,0,0,0,0,8,2,1,3,2,0,0,0,0,0,0,0,0,0
2015,147168,o,0,1,127,127076,Rollhofschule Grundschule,Im Vogelsang 51,74523,Schwäbisch Hall,0791/8565790,0791/856579-18,12110,12 - Grundschulen,Grundschule,Grundschule,203,49,42,58,54,0,0,0,0,0,0,0,0,0,11,4,2,3,2,0,0,0,0,0,0,0,0,0
2015,147204,o,0,1,127,127076,Grundschule Bibersfeld,Luckenbacher Straße 40,74523,Schwäbisch Hall,0791/8565780,0791/856578-15,12110,12 - Grundschulen,Grundschule,Grundschule,80,24,17,18,21,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,147240,o,1,1,127,127076,Breit-Eich-Grundschule Schwäbisch Hall,Fischweg 9,74523,Schwäbisch Hall,0791/8565760,0791/856576-10,12110,12 - Grundschulen,Grundschule,Grundschule,227,60,56,58,53,0,0,0,0,0,0,0,0,0,13,3,3,3,4,0,0,0,0,0,0,0,0,0
2015,147276,o,0,1,127,127076,Grundschule Hessental,Wirtsgasse 8,74523,Schwäbisch Hall,0791/93082-0,0791/93082-30,12110,12 - Grundschulen,Grundschule,Grundschule,228,68,52,49,59,0,0,0,0,0,0,0,0,0,12,3,3,3,3,0,0,0,0,0,0,0,0,0
2015,147279,o,0,1,127,127076,Grundschule Steinbach,Großcomburger Weg 8,74523,Schwäbisch Hall,0791/8565770,0791/856577-20,12110,12 - Grundschulen,Grundschule,Grundschule,172,38,38,51,45,0,0,0,0,0,0,0,0,0,10,2,2,3,3,0,0,0,0,0,0,0,0,0
2015,147315,o,0,1,127,127076,Grundschule Sulzdorf,Hallweg 2 und 4,74523,Schwäbisch Hall,07907/9886-0,07907/9886-60,12110,12 - Grundschulen,Grundschule,Grundschule,169,38,51,49,31,0,0,0,0,0,0,0,0,0,9,3,2,2,2,0,0,0,0,0,0,0,0,0
2015,147369,o,0,1,127,127008,Grund-Werkreal- und Realschule,Schulstraße 30,74572,Blaufelden,07953/98300,07953/9830-16,12110,12 - Grundschulen,Grundschule,Grundschule,158,33,46,35,44,0,0,0,0,0,0,0,0,0,9,2,2,2,3,0,0,0,0,0,0,0,0,0
2015,147369,o,0,1,127,127008,Grund-Werkreal- und Realschule,Schulstraße 30,74572,Blaufelden,07953/98300,07953/9830-16,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,7,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,147369,o,0,1,127,127008,Grund-Werkreal- und Realschule,Schulstraße 30,74572,Blaufelden,07953/98300,07953/9830-16,15110,15 - Realschulen,Realschule,Realschule,305,0,0,0,0,58,44,63,43,53,44,0,0,0,13,0,0,0,0,2,2,3,2,2,2,0,0,0
2015,147405,o,0,1,127,127009,Grundschule Braunsbach,Schulstraße 16,74542,Braunsbach,07906/229,07906/89150,12110,12 - Grundschulen,Grundschule,Grundschule,79,20,20,18,21,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,147441,o,0,1,127,127012,Schulzentrum Werkreal- und Realschule,Schulstraße 10,74424,Bühlertann,07973/910060,07973/910061,12110,12 - Grundschulen,Grundschule,Grundschule,106,30,18,35,23,0,0,0,0,0,0,0,0,0,6,2,1,2,1,0,0,0,0,0,0,0,0,0
2015,147441,o,0,1,127,127012,Schulzentrum Werkreal- und Realschule,Schulstraße 10,74424,Bühlertann,07973/910060,07973/910061,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,82,0,0,0,0,14,22,14,17,15,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
2015,147441,o,0,1,127,127012,Schulzentrum Werkreal- und Realschule,Schulstraße 10,74424,Bühlertann,07973/910060,07973/910061,15110,15 - Realschulen,Realschule,Realschule,255,0,0,0,0,43,31,52,42,36,51,0,0,0,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,147477,o,0,1,127,127013,Grundschule Bühlerzell-Geifertshofen,Schulstraße 2,74426,Bühlerzell,07974/1046,07974/911414,12110,12 - Grundschulen,Grundschule,Grundschule,68,16,16,19,17,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,147513,o,1,1,127,127014,Eichendorffschule Gemeinschaftsschule,Breslauer Straße 25,74564,Crailsheim,07951/9368-0,07951/9368-26,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,222,0,0,0,0,0,0,55,56,88,23,0,0,0,9,0,0,0,0,0,0,2,2,4,1,0,0,0
2015,147513,o,1,1,127,127014,Eichendorffschule Gemeinschaftsschule,Breslauer Straße 25,74564,Crailsheim,07951/9368-0,07951/9368-26,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,239,51,56,65,67,0,0,0,0,0,0,0,0,0,14,3,4,4,3,0,0,0,0,0,0,0,0,0
2015,147513,o,1,1,127,127014,Eichendorffschule Gemeinschaftsschule,Breslauer Straße 25,74564,Crailsheim,07951/9368-0,07951/9368-26,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,121,0,0,0,0,54,67,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0
2015,147552,o,0,1,127,127014,Leonhard-Sachs-Schule Gemeinschaftsschule,Schänebürgstraße 28,74564,Crailsheim,07951/95606-0,07951/95606-66,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,194,0,0,0,0,0,0,55,56,63,20,0,0,0,10,0,0,0,0,0,0,3,3,3,1,0,0,0
2015,147552,o,0,1,127,127014,Leonhard-Sachs-Schule Gemeinschaftsschule,Schänebürgstraße 28,74564,Crailsheim,07951/95606-0,07951/95606-66,21110,12 - Grundschulen,Grundschule im Verbund mit einer Gemeinschaftsschule,Grundschule im Verbund mit einer Gemeinschaftsschule,206,57,47,57,45,0,0,0,0,0,0,0,0,0,11,3,3,3,2,0,0,0,0,0,0,0,0,0
2015,147552,o,0,1,127,127014,Leonhard-Sachs-Schule Gemeinschaftsschule,Schänebürgstraße 28,74564,Crailsheim,07951/95606-0,07951/95606-66,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,88,0,0,0,0,43,45,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0
2015,147588,o,1,1,127,127014,Grundschule Altenmünster,Schulplatz 1,74564,Crailsheim,07951/294720,07951/26102,12110,12 - Grundschulen,Grundschule,Grundschule,212,51,59,47,55,0,0,0,0,0,0,0,0,0,13,3,4,3,3,0,0,0,0,0,0,0,0,0
2015,147624,o,0,1,127,127014,Geschw.-Scholl-Schule Grundschule Crailsheim,Ingersheimer Hauptstraße 50,74564,Crailsheim,07951/9795-0,07951/9795-25,12110,12 - Grundschulen,Grundschule,Grundschule,134,36,30,31,37,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,147642,o,0,1,127,127014,Reussenbergschule Grundschule Tiefenbach,Steinbachstraße 7,74564,Crailsheim,07951/23507,07951/24214,12110,12 - Grundschulen,Grundschule,Grundschule,130,33,33,31,33,0,0,0,0,0,0,0,0,0,9,2,3,2,2,0,0,0,0,0,0,0,0,0
2015,147678,o,0,1,127,127102,Christoph-von-Pfeil-Schule Grund- und Werkrealschule,Christoph-von-Pfeil-Weg 5,74579,Fichtenau,07962/9025-0,07962/9025-40,12110,12 - Grundschulen,Grundschule,Grundschule,174,43,46,40,45,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,147678,o,0,1,127,127102,Christoph-von-Pfeil-Schule Grund- und Werkrealschule,Christoph-von-Pfeil-Weg 5,74579,Fichtenau,07962/9025-0,07962/9025-40,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,8,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,147714,o,0,1,127,127023,Grund- und Werkrealschule,Schulstraße 9,74427,Fichtenberg,07971/7778,07971/21625,12110,12 - Grundschulen,Grundschule,Grundschule,79,21,20,16,22,0,0,0,0,0,0,0,0,0,5,1,1,1,2,0,0,0,0,0,0,0,0,0
2015,147714,o,0,1,127,127023,Grund- und Werkrealschule,Schulstraße 9,74427,Fichtenberg,07971/7778,07971/21625,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,50,0,0,0,0,0,0,13,18,19,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0
2015,147750,o,0,1,127,127103,Grundschule Frankenhardt,Schulweg 6,74586,Frankenhardt,07959/530,07959/2757,12110,12 - Grundschulen,Grundschule,Grundschule,172,42,34,46,50,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,147786,o,0,1,127,127103,Wilhelm-Sandberger- Gemeinschaftsschule Frankenhardt,Schulstraße 5,74586,Frankenhardt,07959/824,07959/2535,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,110,0,0,0,0,0,0,27,26,39,18,0,0,0,5,0,0,0,0,0,0,1,1,2,1,0,0,0
2015,147786,o,0,1,127,127103,Wilhelm-Sandberger- Gemeinschaftsschule Frankenhardt,Schulstraße 5,74586,Frankenhardt,07959/824,07959/2535,21210,21 - Gemeinschaftsschulen,Gemeinschaftsschule Sekundarstufe I,Gemeinschaftsschule Sekundarstufe I,63,0,0,0,0,32,31,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0
2015,147789,o,0,1,127,127025,Parkschule Grund- und Werkrealschule,Schloßstraße 26,74405,Gaildorf,07971/253400,07971/253430,12110,12 - Grundschulen,Grundschule,Grundschule,235,47,59,61,68,0,0,0,0,0,0,0,0,0,12,2,3,3,4,0,0,0,0,0,0,0,0,0
2015,147789,o,0,1,127,127025,Parkschule Grund- und Werkrealschule,Schloßstraße 26,74405,Gaildorf,07971/253400,07971/253430,14210,14 - Werkrealschulen,Werkrealschule,Werkrealschule,301,0,0,0,0,43,41,54,51,68,44,0,0,0,14,0,0,0,0,2,2,2,3,3,2,0,0,0
2015,147861,o,0,1,127,127025,Bühläckerschule Grundschule Unterrot,Oskar-Bamberg-Straße 14,74405,Gaildorf,07971/5755,07971/910809,12110,12 - Grundschulen,Grundschule,Grundschule,75,12,23,21,19,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,147897,o,1,1,127,127025,Grundschule Eutendorf-Ottendorf,Hohbühl 2,74405,Gaildorf,07971/3830,07971/23280,12110,12 - Grundschulen,Grundschule,Grundschule,118,25,38,34,21,0,0,0,0,0,0,0,0,0,7,1,3,2,1,0,0,0,0,0,0,0,0,0
2015,147933,o,0,1,127,127076,Grundschule Breitenstein,Jasminweg 9,74523,Schwäbisch Hall,0791/4993050,0791/4993052,12110,12 - Grundschulen,Grundschule,Grundschule,69,11,33,9,16,0,0,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0
2015,140631,o,0,1,136,136065,Scheuelberg-Schule Grundschule Bargau,Himmelreichstraße 14,73529,Schwäbisch Gmünd,07173/4160,07173/929166,12110,12 - Grundschulen,Grundschule,Grundschule,90,22,15,28,25,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,140667,o,0,1,136,136065,Grundschule Grossdeinbach,Albert-Schweitzer-Straße 24,73527,Schwäbisch Gmünd,07171/71870,07171/71870,12110,12 - Grundschulen,Grundschule,Grundschule,83,20,20,24,19,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
