Jahr,Schul_ID,Status,Anzahl Aussenstellen,RB,KKZ,RKZ,Schulname,Strasse,PLZ,Ort,Telefon,Fax,Schulgliederung,Schulart,Schulform,Bildungsgangbezeichnung,Schueler_insgesamt,Schueler_in_Klassenstufe_1,Schueler_in_Klassenstufe 2,Schueler_in_Klassenstufe_3,Schueler_in_Klassenstufe_4,Schueler_in_Klassenstufe_5,Schueler_in_Klassenstufe_6,Schueler_in_Klassenstufe_7,Schueler_in_Klassenstufe_8,Schueler_in_Klassenstufe_9,Schueler_in_Klassenstufe_10,Schueler_in_Klassenstufe_11,Schueler_in_Klassenstufe_12,Schueler_in_Klassenstufe_13,Klassen_insgesamt,Klassen_in_Klassenstufe_1,Klassen_in_Klassenstufe_2,Klassen_in_Klassenstufe 3,Klassen_in_Klassenstufe 4,Klassen_in_Klassenstufe 5,Klassen_in_Klassenstufe 6,Klassen_in_Klassenstufe 7,Klassen_in_Klassenstufe 8,Klassen_in_Klassenstufe 9,Klassen_in_Klassenstufe 10,Klassen_in_Klassenstufe_11,Klassen_in_Klassenstufe_12,Klassen_in_Klassenstufe_13
2015,88212,o,0,1,127,127076,Friedensbergschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Langer Graben 10/1,74523,Schwäbisch Hall,0791/9707431,0791/9707440,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,68,0,0,0,36,0,0,0,0,32,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0
2015,88263,o,0,1,125,125086,Sonnenbergschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Weststraße 4-6,74193,Schwaigern,07138/9747-20,07138/9747-22,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,60,0,0,0,31,0,0,0,0,29,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0
2015,88302,o,0,1,115,115045,Martinsschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Klosterstraße 8,71063,Sindelfingen,07031/807390,07031/807392,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,116,0,0,0,37,0,0,0,0,79,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,0,0,0
2015,88338,o,0,1,111,111000,Lehenschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Rämerstraße 91,70180,Stuttgart,0711/216-96940,0711/216-96944,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,42,0,0,0,10,0,0,0,0,32,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0
2015,88374,o,0,1,111,111000,Steigschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Bad Cannstatt,Auf der Altenburg 8,70376,Stuttgart,0711/21662860,0711/216-62861,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,69,0,0,0,29,0,0,0,0,40,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0
2015,88410,o,0,1,111,111000,Berger-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Schwarenbergstraße 34,70190,Stuttgart,0711/21633370,0711/21633371,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,59,0,0,0,24,0,0,0,0,35,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0
2015,88446,o,0,1,111,111000,Fährichschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Feuerbach,Sartoriusstraße 1-3,70469,Stuttgart,0711/853144,0711/812006,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,28,0,0,0,9,0,0,0,0,19,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0
2015,88449,o,0,1,111,111000,Kreuzstein-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Freiberg,Adalbert-Stifter-Straße 30,70437,Stuttgart,0711/21689688,0711/21689564,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,51,0,0,0,17,0,0,0,0,34,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0
2015,88485,o,0,1,111,111000,Heilbrunnen-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Mähringen,Dornräschenweg 30,70567,Stuttgart,0711/216-60333,0711/21660390,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,60,0,0,0,13,0,0,0,0,47,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,88521,o,0,1,111,111000,Au-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Untertürkheim,Augsburger Straße 541-543,70327,Stuttgart,0711/332288,0711/3041967,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,51,0,0,0,7,0,0,0,0,44,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0
2015,88539,o,0,1,111,111000,Verbundschule Stuttgart-Rohr Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen und Emotionale und soziale Entwicklung,Krehlstraße 90,70565,Stuttgart,0711/742434,0711/7477739,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,28,0,0,0,5,0,0,0,0,23,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0
2015,88539,o,0,1,111,111000,Verbundschule Stuttgart-Rohr Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen und Emotionale und soziale Entwicklung,Krehlstraße 90,70565,Stuttgart,0711/742434,0711/7477739,51195,51 - SBBZ,SBBZ Emotionale und soziale Entwicklung,"SBBZ mit dem Färderschwerpunkt Emotionale und soziale Entwicklung, Bildungsgang Werkrealschule",21,0,0,0,0,6,4,2,2,7,0,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,0
2015,88539,o,0,1,111,111000,Verbundschule Stuttgart-Rohr Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen und Emotionale und soziale Entwicklung,Krehlstraße 90,70565,Stuttgart,0711/742434,0711/7477739,51196,51 - SBBZ,SBBZ Emotionale und soziale Entwicklung,"SBBZ mit dem Färderschwerpunkt Emotionale und soziale Entwicklung, Bildungsgang Grundschule",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,88575,o,0,1,111,111000,Seelach-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Weilimdorf,Glemsgaustraße 6,70499,Stuttgart,0711/8874391,0711/881113,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,35,0,0,0,13,0,0,0,0,22,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0
2015,88611,o,0,1,111,111000,Hasenberg-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Bebelstraße 28,70193,Stuttgart,0711/216-96701,0711/21696704,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,54,0,0,0,24,0,0,0,0,30,0,0,0,0,5,0,0,0,3,0,0,0,0,2,0,0,0,0
2015,88647,o,0,1,111,111000,Haldenrainschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Zuffenhausen,Schwabbacher Straße 25e,70437,Stuttgart,0711/216-60350,0711/216-60360,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,68,0,0,0,30,0,0,0,0,38,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0
2015,88683,o,0,1,119,119075,Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen im Schulzentrum,Jahnstraße 17,71560,Sulzbach an der Murr,07193/950670,07193/950674,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,21,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2015,88722,o,0,1,128,128115,Christophorus-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Johannes-Kepler-Straße 3,97941,Tauberbischofsheim,09341/4747,09341/600952,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,49,0,0,0,22,0,0,0,0,27,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0
2015,88758,o,0,1,117,117051,Filseckschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Schulstraße 4,73066,Uhingen,07161/93870-19,07161/93870-20,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,21,0,0,0,9,0,0,0,0,12,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2015,88794,o,0,1,118,118073,Wilhelm-Feil-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Vaihingen/Enz,Friedrichstraße 7,71665,Vaihingen an der Enz,07042/970190,07042/970195,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,85,0,0,0,30,0,0,0,0,55,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,88830,o,0,1,119,119079,Comeniusschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Christofstraße 21,71332,Waiblingen,07151/50001111,07151/50001115,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,60,0,0,0,18,0,0,0,0,42,0,0,0,0,7,0,0,0,2,0,0,0,0,5,0,0,0,0
2015,88848,o,0,1,136,136088,Weitbrecht-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Wasseralfingen,Pestalozzistraße 13,73433,Aalen,07361/9760-0,07361/9760-16,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,63,0,0,0,19,0,0,0,0,44,0,0,0,0,7,0,0,0,2,0,0,0,0,5,0,0,0,0
2015,88884,o,0,1,128,128126,Kraft-zu-Hohenlohe-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Taubermühlenweg 2,97990,Weikersheim,07934/3160,07934/990389,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,34,0,0,0,11,0,0,0,0,23,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0
2015,88920,o,0,1,115,115050,Peter-Härtling-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Jahnstraße 10,71263,Weil der Stadt,07033/691734,07033/691735,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,31,0,0,0,14,0,0,0,0,17,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0
2015,88956,o,0,1,116,116070,Limburg-Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Kelterstraße 1,73235,Weilheim an der Teck,07023/90029-13,07023/9002919,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,20,0,0,0,12,0,0,0,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2015,88995,o,0,1,119,119084,Janusz-Korczak-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Welzheim,Rienharzer Straße 57,73642,Welzheim,07182/7680,07182/935915,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,42,0,0,0,12,0,0,0,0,30,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0
2015,89031,o,0,1,116,116071,Anne-Frank-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Neuffenstraße 72,73240,Wendlingen am Neckar,07024/7936,07024/7937,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,37,0,0,0,5,0,0,0,0,32,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0
2015,89103,o,0,1,128,128131,Edward-Uihlein-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Wertheim,Bismarckstraße 9,97877,Wertheim,09342/6887,09342/916842,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,68,0,0,0,27,0,0,0,0,41,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0
2015,89157,o,0,1,125,125103,Feinau-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Schulstraße 3,74259,Widdern,06298/7342,06298/929274,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,37,0,0,0,15,0,0,0,0,22,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0
2015,89193,o,0,1,119,119085,Haselsteinschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Albertviller Straße 36,71364,Winnenden,07195/179509,07195/910513,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,68,0,0,0,24,0,0,0,0,44,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0
2015,89232,o,0,2,225,225002,Gebrüder-Grimm-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Daudenzell,Gebrüder-Grimm-Straße 4,74858,Aglasterhausen,06262/2893,06262/5195,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,84,0,0,0,32,0,0,0,0,52,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0
2015,89268,o,0,2,235,235006,Markgrafenschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Dorferstraße 70,72213,Altensteig,07453/94616400,07453/94616420,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,44,0,0,0,6,0,0,0,0,38,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0
2015,89340,o,0,2,211,211000,Theodor-Heuss-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Rheinstraße 46,76532,Baden-Baden,07221/93-2380,07221/93-2388,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,84,0,0,0,24,0,0,0,0,60,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0
2015,89376,o,0,2,215,215007,Pestalozzi-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Diedelsheim,Seestraße 25,75015,Bretten,07252/958585,07252/958586,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,91,0,0,0,42,0,0,0,0,49,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0
2015,89379,o,0,2,215,215009,Pestalozzischule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Bauwiesenstraße 12,76646,Bruchsal,07251/989290,07251/989291,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,96,0,0,0,47,0,0,0,0,49,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,89415,o,0,2,225,225014,Meister-Eckehart-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Schüttstraße 3,74722,Buchen (Odenwald),06281/8790,06281/556243,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,83,0,0,0,36,0,0,0,0,47,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,89454,o,0,2,216,216007,Rheintalschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Siemensstraße 1,77815,Bühl,07223/28781-0,07223/2878117,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,114,0,0,0,50,0,0,0,0,64,0,0,0,0,11,0,0,0,5,0,0,0,0,6,0,0,0,0
2015,89490,o,0,2,235,235085,Seeäckerschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Stammheim,Schindelbergweg 7,75365,Calw,07051/7902730,07051/79027310,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,68,0,0,0,27,0,0,0,0,41,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,89529,o,0,2,226,226013,Dr. Weiss-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Weidenstraße 1,69412,Eberbach,06271/9437-0,06271/9437-228,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,53,0,0,0,22,0,0,0,0,31,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0
2015,89601,o,0,2,215,215017,Carl-Orff-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Lindenweg 6a,76275,Ettlingen,07243/101338,07243/101559,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,79,0,0,0,40,0,0,0,0,39,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0
2015,89637,o,0,2,237,237028,Christophorus-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Ludwig-Jahn-Straße 32,72250,Freudenstadt,07441/920-2101,07441/9202199,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,140,0,0,0,59,0,0,0,0,81,0,0,0,0,13,0,0,0,6,0,0,0,0,7,0,0,0,0
2015,89673,o,0,2,216,216015,Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Mühlstraße 25,76571,Gaggenau,07225/1589,07225/983897,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,104,0,0,0,45,0,0,0,0,59,0,0,0,0,10,0,0,0,5,0,0,0,0,5,0,0,0,0
2015,89763,o,1,2,221,221000,Marie-Marcks-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Heidelberg,Känigsberger Straße 2,69124,Heidelberg,06221/712295,06221/786358,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,115,0,0,0,50,0,0,0,0,65,0,0,0,0,11,0,0,0,5,0,0,0,0,6,0,0,0,0
2015,89802,o,0,2,226,226032,Gustav-Lesemann-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Arndtstraße 2,68766,Hockenheim,06205/305507-0,06205/3055072,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,102,0,0,0,37,0,0,0,0,65,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,89838,o,0,2,237,237040,Rossbergschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Schulzentrum Hohenberg,Roßbergstraße 11,72160,Horb am Neckar,07451/53708-0,07451/53708-20,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,76,0,0,0,24,0,0,0,0,52,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0
2015,89874,o,0,2,215,215096,Schwarzwaldschule Ittersbach Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Belchenstraße 29,76307,Karlsbad,07248/932273,07248/932277,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,49,0,0,0,28,0,0,0,0,21,0,0,0,0,5,0,0,0,3,0,0,0,0,2,0,0,0,0
2015,89910,o,0,2,212,212000,Schule am Turmberg Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Durlach,Am Steinbruch 20,76227,Karlsruhe,0721/133-4785,0721/133-4377,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,107,0,0,0,43,0,0,0,0,64,0,0,0,0,10,0,0,0,5,0,0,0,0,5,0,0,0,0
2015,89946,o,0,2,212,212000,Kimmelmannschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Graf-Rhena-Straße 18,76137,Karlsruhe,0721/133-4783,0721/133-4371,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,91,0,0,0,35,0,0,0,0,56,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0
2015,89949,o,0,2,236,236076,Comenius-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Steiner Straße 48,75203,Känigsbach-Stein,07232/9193,07232/50510,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,89,0,0,0,39,0,0,0,0,50,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,89985,o,0,2,215,215097,Mänchswald Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Unteräwisheim,Schulstraße 40,76703,Kraichtal,07251/3227664,07251/3227665,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,41,0,0,0,20,0,0,0,0,21,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0
2015,90021,o,0,2,226,226038,Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Scheffelstraße 6,68526,Ladenburg,06203/922213,06203/922214,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,61,0,0,0,20,0,0,0,0,41,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0
2015,90039,o,0,2,235,235008,Reuchlin-Schulen Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Hindenburgstraße 6,75378,Bad Liebenzell,07052/2012,07052/2014,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,31,0,0,0,14,0,0,0,0,17,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2015,90075,o,0,2,222,222000,Wilhelm-Busch-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Käthe-Kollwitz-Straße 1,68169,Mannheim,0621/293-7618,0621/293-7747,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,127,0,0,0,39,0,0,0,0,88,0,0,0,0,12,0,0,0,4,0,0,0,0,8,0,0,0,0
2015,90111,o,0,2,215,215105,Albert-Schweitzer-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Heussstraße 1,76351,Linkenheim-Hochstetten,07247/9362-0,07247/9362-9,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,74,0,0,0,39,0,0,0,0,35,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0
2015,90147,o,0,2,222,222000,Maria-Montessori-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,U 2 5-7,68161,Mannheim,0621/293-2350,0621/293-2353,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,136,0,0,0,41,0,0,0,0,95,0,0,0,0,12,0,0,0,5,0,0,0,0,7,0,0,0,0
2015,90183,o,0,2,222,222000,Rheinauschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Mutterstadter Platz 5,68219,Mannheim,0621/293-6583,0621/293-6594,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,119,0,0,0,34,0,0,0,0,85,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,0,0,0
2015,90222,o,0,2,222,222000,Johannes-Gutenberg-Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Oppauer Straße 1-3,68305,Mannheim,0621/293-7612,0621/293-7769,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,74,0,0,0,20,0,0,0,0,54,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0
2015,90258,o,0,2,222,222000,Eduard-Spranger-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Gartenstadt,Anemonenweg 8,68305,Mannheim,0621/293-7628,0621/293-7684,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,114,0,0,0,39,0,0,0,0,75,0,0,0,0,10,0,0,0,4,0,0,0,0,6,0,0,0,0
2015,90330,o,0,2,215,215108,Hebelschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen Rheinstetten,Vogesenstraße 20,76287,Rheinstetten,0721/9517641,0721/9517648,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,37,0,0,0,16,0,0,0,0,21,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2015,90348,o,0,2,225,225058,Hardbergschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Pfalzgraf-Otto-Straße 41,74821,Mosbach,06261/12215,06261/1033394,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,117,0,0,0,39,0,0,0,0,78,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,0,0,0
2015,90384,o,0,2,236,236040,Uhlandschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Rappstraße 25,75417,Mühlacker,07041/8766-10,07041/8766-20,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,84,0,0,0,36,0,0,0,0,48,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
2015,90420,o,0,2,235,235046,Burgschule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Burgstraße 8,72202,Nagold,07452/8459-0,07452/8459-23,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,76,0,0,0,17,0,0,0,0,59,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0
2015,90459,o,0,2,226,226056,Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum mit dem Färderschwerpunkt Lernen,Im Spitzerfeld 33,69151,Neckargemünd,06223/6260,06223/72522,51111,51 - SBBZ,SBBZ Lernen,SBBZ mit dem Färderschwerpunkt Lernen,69,0,0,0,26,0,0,0,0,43,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0
